Time,jvm_total_Copy,jvm_total_MarkSweepCompact
2023-06-18 17:21:00,0.1111111111111111,0.0
2023-06-18 17:22:00,0.19999999999999998,0.0
2023-06-18 17:23:00,0.488856298468991,0.0
2023-06-18 17:24:00,0.9554918560984824,0.02222074083949959
2023-06-18 17:25:00,0.9553008086732427,0.0
2023-06-18 17:26:00,1.8664148707694586,0.02222222222222222
2023-06-18 17:27:00,2.5332548200490335,0.02222222222222222
2023-06-18 17:28:00,2.4445111155558514,0.022223703802475722
2023-06-18 17:29:00,2.844444444444444,0.0
2023-06-18 17:30:00,3.222222222222222,0.0
2023-06-18 17:31:00,3.5778696357534945,0.0
2023-06-18 17:32:00,4.1556592661733,0.02222222222222222
2023-06-18 17:33:00,5.243563648026843,0.0
2023-06-18 17:34:00,6.533333333333333,0.0
2023-06-18 17:35:00,5.955555555555555,0.0
2023-06-18 17:36:00,5.377777777777777,0.0
2023-06-18 17:37:00,5.3999999999999995,0.0
2023-06-18 17:38:00,4.8812495706228916,0.0
2023-06-18 17:39:00,3.7554232216395578,0.02222222222222222
2023-06-18 17:40:00,3.266666666666666,0.0
2023-06-18 17:41:00,2.8666666666666663,0.0
2023-06-18 17:42:00,2.6228626064527605,0.0
2023-06-18 17:43:00,2.222222222222222,0.0
2023-06-18 17:44:00,1.8282216053443163,0.0
2023-06-18 17:45:00,1.7555555555555555,0.02222222222222222
2023-06-18 17:46:00,1.5777777777777777,0.0
2023-06-18 17:47:00,1.0666666666666664,0.0
2023-06-18 17:48:00,0.711124939500795,0.0
2023-06-18 17:49:00,0.33333333333333326,0.0
2023-06-18 17:50:00,0.15427888888888888,0.0
2023-06-18 17:51:00,0.06666469153359207,0.0
2023-06-18 17:52:00,0.11111111111111109,0.0
2023-06-18 17:53:00,0.24443555614810863,0.0
2023-06-18 17:54:00,0.39999999999999997,0.02222222222222222
2023-06-18 17:55:00,0.5680555555555555,0.0
2023-06-18 17:56:00,0.7777777777777777,0.0
2023-06-18 17:57:00,1.0888888888888888,0.0
2023-06-18 17:58:00,1.3555555555555554,0.0
2023-06-18 17:59:00,1.4666666666666666,0.0
2023-06-18 18:00:00,1.4887565549728912,0.0
2023-06-18 18:01:00,1.7,0.0
2023-06-18 18:02:00,3.977929900206698,0.06667012399459668
2023-06-18 18:03:00,6.488888888888889,0.0
2023-06-18 18:04:00,6.911212356928547,0.0222246916324036
2023-06-18 18:05:00,7.599999999999998,0.0
2023-06-18 18:06:00,7.933333333333334,0.02222222222222222
2023-06-18 18:07:00,6.866762473393878,0.0
2023-06-18 18:08:00,6.577777777777777,0.0
2023-06-18 18:09:00,6.222222222222221,0.02222222222222222
2023-06-18 18:10:00,5.466666666666666,0.0
2023-06-18 18:11:00,4.662805555555556,0.0
2023-06-18 18:12:00,3.5777777777777775,0.0
2023-06-18 18:13:00,3.3999999999999995,0.0
2023-06-18 18:14:00,2.622222222222222,0.0
2023-06-18 18:15:00,2.0444444444444443,0.0
2023-06-18 18:16:00,1.543950123895728,0.0
2023-06-18 18:17:00,1.0888888888888888,0.0
2023-06-18 18:18:00,0.6889125968073335,0.0
2023-06-18 18:19:00,0.33333333333333326,0.0
2023-06-18 18:20:00,0.19999999999999996,0.0
2023-06-18 18:21:00,0.1111111111111111,0.0
2023-06-18 18:22:00,0.11112691920090104,0.0
2023-06-18 18:23:00,0.2666666666666666,0.0
2023-06-18 18:24:00,0.5111111111111111,0.0
2023-06-18 18:25:00,0.7555555555555555,0.0
2023-06-18 18:26:00,1.111111111111111,0.02222222222222222
2023-06-18 18:27:00,1.2666666666666666,0.0
2023-06-18 18:28:00,1.6222222222222218,0.0
2023-06-18 18:29:00,2.82166418733394,0.0
2023-06-18 18:30:00,3.444444444444444,0.0
2023-06-18 18:31:00,3.8222548162634387,0.0
2023-06-18 18:32:00,3.999999999999999,0.0
2023-06-18 18:33:00,2.9111111111111105,0.0
2023-06-18 18:34:00,3.3776513692610033,0.02222024708914763
2023-06-18 18:35:00,3.333333333333333,0.0
2023-06-18 18:36:00,3.5111111111111106,0.0
2023-06-18 18:37:00,3.355555555555555,0.0
2023-06-18 18:38:00,3.2436873510120074,0.0
2023-06-18 18:39:00,3.133333333333333,0.04444444444444444
2023-06-18 18:40:00,3.88896593468355,0.0
2023-06-18 18:41:00,3.8666666666666663,0.0
2023-06-18 18:42:00,3.555512595456599,0.0
2023-06-18 18:43:00,3.021598246549375,0.0
2023-06-18 18:44:00,2.378112690791026,0.0
2023-06-18 18:45:00,2.0224771052703137,0.02222716159146477
2023-06-18 18:46:00,1.6888888888888887,0.0
2023-06-18 18:47:00,1.088908152132007,0.0
2023-06-18 18:48:00,0.7555555555555555,0.0
2023-06-18 18:49:00,0.38215851878188123,0.0
2023-06-18 18:50:00,0.17777777777777776,0.0
2023-06-18 18:51:00,0.08888888888888888,0.0
2023-06-18 18:52:00,0.15555555555555553,0.0
2023-06-18 18:53:00,0.2444444444444444,0.0
2023-06-18 18:54:00,0.3723266666666666,0.0
2023-06-18 18:55:00,0.5111111111111111,0.0
2023-06-18 18:56:00,0.8444760521922936,0.0
2023-06-18 18:57:00,1.1332780296072449,0.0
2023-06-18 18:58:00,1.4889155567407935,0.0
2023-06-18 18:59:00,1.7554884010310192,0.0
2023-06-18 19:00:00,2.155505188542986,0.0
2023-06-18 19:01:00,2.9555555555555553,0.02222222222222222
2023-06-18 19:02:00,3.9999999999999996,0.0
2023-06-18 19:03:00,4.022185680636416,0.0
2023-06-18 19:04:00,3.9999999999999996,0.0
2023-06-18 19:05:00,4.266767411884972,0.022223209920440908
2023-06-18 19:06:00,3.9999604955829122,0.0
2023-06-18 19:07:00,4.066666666666666,0.0
2023-06-18 19:08:00,3.5333333333333328,0.0
2023-06-18 19:09:00,3.711111111111111,0.0
2023-06-18 19:10:00,3.5777777777777775,0.0
2023-06-18 19:11:00,2.9111111111111105,0.0
2023-06-18 19:12:00,2.511111111111111,0.0
2023-06-18 19:13:00,2.355555555555555,0.0
2023-06-18 19:14:00,1.9555748160988509,0.0
2023-06-18 19:15:00,1.5555555555555554,0.0
2023-06-18 19:16:00,1.1333135820025872,0.0
2023-06-18 19:17:00,0.5555555555555555,0.0
2023-06-18 19:18:00,0.2888296559553778,0.0
2023-06-18 19:19:00,0.15553778488604558,0.0
2023-06-18 19:20:00,0.11111111111111109,0.0
2023-06-18 19:21:00,0.08888888888888888,0.0
2023-06-18 19:22:00,0.04444444444444444,0.0
2023-06-18 19:23:00,0.1333362963621414,0.0
2023-06-18 19:24:00,0.2666666666666666,0.0
2023-06-18 19:25:00,0.4444444444444444,0.0
2023-06-18 19:26:00,0.6666666666666666,0.0
2023-06-18 19:27:00,0.9333748166585182,0.022223209920440908
2023-06-18 19:28:00,1.3556029650700525,0.02222222222222222
2023-06-18 19:29:00,2.355555555555555,0.0
2023-06-18 19:30:00,3.177777777777777,0.0
2023-06-18 19:31:00,3.666666666666666,0.0
2023-06-18 19:32:00,3.844444444444444,0.02222222222222222
2023-06-18 19:33:00,3.7555555555555555,0.0
2023-06-18 19:34:00,4.755600989673614,0.02222222222222222
2023-06-18 19:35:00,5.422113592316903,0.0
2023-06-18 19:36:00,6.177777777777777,0.0
2023-06-18 19:37:00,5.6,0.02222222222222222
2023-06-18 19:38:00,4.777628158122791,0.0
2023-06-18 19:39:00,5.622222222222222,0.02222222222222222
2023-06-18 19:40:00,5.022222222222221,0.0
2023-06-18 19:41:00,4.355555555555555,0.0
2023-06-18 19:42:00,4.0014665865901495,0.0
2023-06-18 19:43:00,3.333257782814479,0.0
2023-06-18 19:44:00,2.9111111111111105,0.02222222222222222
2023-06-18 19:45:00,1.86984,0.0
2023-06-18 19:46:00,1.2888064979100686,0.022225679550152245
2023-06-18 19:47:00,0.8888977783704097,0.0
2023-06-18 19:48:00,0.5333333333333333,0.0
2023-06-18 19:49:00,0.33333333333333326,0.0
2023-06-18 19:50:00,0.1333392600494881,0.0
2023-06-18 19:51:00,0.04444592602469794,0.0
2023-06-18 19:52:00,0.08888888888888888,0.0
2023-06-18 19:53:00,0.17777777777777776,0.0
2023-06-18 19:54:00,0.3555555555555555,0.0
2023-06-18 19:55:00,0.5999999999999999,0.0
2023-06-18 19:56:00,0.5333570380905818,0.022223209920440908
2023-06-18 19:57:00,0.7778123472154318,0.0
2023-06-18 19:58:00,0.9777777777777776,0.0
2023-06-18 19:59:00,1.0666666666666664,0.0
2023-06-18 20:00:00,1.1332829652015466,0.0
2023-06-18 20:01:00,1.2013348164627364,0.0
2023-06-18 20:02:00,1.3552889422115575,0.0
2023-06-18 20:03:00,2.711111111111111,0.0
2023-06-18 20:04:00,3.7332533386663114,0.0
2023-06-18 20:05:00,3.755555555555555,0.0
2023-06-18 20:06:00,3.977446029136614,0.0
2023-06-18 20:07:00,3.8888454340300918,0.0
2023-06-18 20:08:00,5.9111111111111105,0.04444444444444444
2023-06-18 20:09:00,5.888675631380447,0.0
2023-06-18 20:10:00,5.533333333333332,0.0
2023-06-18 20:11:00,5.0,0.0
2023-06-18 20:12:00,4.355555555555555,0.0
2023-06-18 20:13:00,3.9554533389626405,0.04444345683401725
2023-06-18 20:14:00,3.000061257702442,0.0222246916324036
2023-06-18 20:15:00,2.0444444444444443,0.0
2023-06-18 20:16:00,1.6444785207902748,0.0
2023-06-18 20:17:00,0.9555555555555555,0.0
2023-06-18 20:18:00,0.6444444444444444,0.0
2023-06-18 20:19:00,0.42222222222222217,0.0
2023-06-18 20:20:00,0.22222222222222218,0.0
2023-06-18 20:21:00,0.17777777777777776,0.0
