Time,rt_jmeter
2023-06-18 21:00:00,22.997265047316766
2023-06-18 21:01:00,21.83232335591974
2023-06-18 21:02:00,12.774593841735772
2023-06-18 21:03:00,11.718219218513436
2023-06-18 21:04:00,24.07532135530048
2023-06-18 21:05:00,19.294537880119563
2023-06-18 21:06:00,32.062322165473894
2023-06-18 21:07:00,26.285171442548176
2023-06-18 21:08:00,14.837308924899347
2023-06-18 21:09:00,14.919734118030565
2023-06-18 21:10:00,14.11121290638228
2023-06-18 21:11:00,13.783488521389408
2023-06-18 21:12:00,12.538677983286465
2023-06-18 21:13:00,11.217919008502117
2023-06-18 21:14:00,10.886909549512607
2023-06-18 21:15:00,11.484681148314092
2023-06-18 21:16:00,10.852948659718486
2023-06-18 21:17:00,11.027435079059213
2023-06-18 21:18:00,11.286051237388754
2023-06-18 21:19:00,11.811246262294457
2023-06-18 21:20:00,12.56865578202813
2023-06-18 21:21:00,11.514528758588504
2023-06-18 21:22:00,11.112251128303622
2023-06-18 21:23:00,11.75811778166363
2023-06-18 21:24:00,10.739357079585085
2023-06-18 21:25:00,9.664648903873744
2023-06-18 21:26:00,12.043813178388177
2023-06-18 21:27:00,9.604399448533535
2023-06-18 21:28:00,10.327308704733682
2023-06-18 21:29:00,10.634744323495323
2023-06-18 21:30:00,11.552879750569968
2023-06-18 21:31:00,10.780880799247576
2023-06-18 21:32:00,9.812376135295588
2023-06-18 21:33:00,8.707087552713825
2023-06-18 21:34:00,9.051773005348343
2023-06-18 21:35:00,9.496524829475263
2023-06-18 21:36:00,22.96712251922143
2023-06-18 21:37:00,14.8011890413045
2023-06-18 21:38:00,21.546215662425666
2023-06-18 21:39:00,16.469226179508254
2023-06-18 21:40:00,12.362694323048071
2023-06-18 21:41:00,20.595636299213613
2023-06-18 21:42:00,14.844700728549132
2023-06-18 21:43:00,16.26975138869331
2023-06-18 21:44:00,12.936212553675691
2023-06-18 21:45:00,11.19342056660614
2023-06-18 21:46:00,11.079466638569691
2023-06-18 21:47:00,12.05931881115016
2023-06-18 21:48:00,11.980847619227314
2023-06-18 21:49:00,12.61653959986263
2023-06-18 21:50:00,12.090521049784858
2023-06-18 21:51:00,11.630083380369948
2023-06-18 21:52:00,13.296575878708481
2023-06-18 21:53:00,11.472077886530123
2023-06-18 21:54:00,10.736884289020617
2023-06-18 21:55:00,9.98696915396124
2023-06-18 21:56:00,8.545945680916981
2023-06-18 21:57:00,8.778084781399038
2023-06-18 21:58:00,10.17676165220438
2023-06-18 21:59:00,10.441169887014254
2023-06-18 22:00:00,10.706443556443556
2023-06-18 22:01:00,10.687692967032929
2023-06-18 22:02:00,10.040020779598615
2023-06-18 22:03:00,9.453121722769644
2023-06-18 22:04:00,8.937280366763037
2023-06-18 22:05:00,11.0903015864044
2023-06-18 22:06:00,20.734056096607933
2023-06-18 22:07:00,11.955883456501663
2023-06-18 22:08:00,11.795567036362531
2023-06-18 22:09:00,11.54087013656147
2023-06-18 22:10:00,10.851552937099465
2023-06-18 22:11:00,10.416507272144802
2023-06-18 22:12:00,10.47167022180675
2023-06-18 22:13:00,10.843772133032942
2023-06-18 22:14:00,11.181309375961398
2023-06-18 22:15:00,12.780975099131677
2023-06-18 22:16:00,12.801684306872675
2023-06-18 22:17:00,11.358152037354245
2023-06-18 22:18:00,11.976992506991422
2023-06-18 22:19:00,10.44699565008425
2023-06-18 22:20:00,11.045118196233197
2023-06-18 22:21:00,10.873295128930739
2023-06-18 22:22:00,10.83540826778931
2023-06-18 22:23:00,11.921935756071733
2023-06-18 22:24:00,13.433872397376941
2023-06-18 22:25:00,9.979585712673224
2023-06-18 22:26:00,8.652692537782457
2023-06-18 22:27:00,8.887142370272711
2023-06-18 22:28:00,10.08682915438441
2023-06-18 22:29:00,12.798234824853118
2023-06-18 22:30:00,10.99923644064269
2023-06-18 22:31:00,11.159844761527353
2023-06-18 22:32:00,10.35765533356643
2023-06-18 22:33:00,8.808299372911947
2023-06-18 22:34:00,8.613415475379988
2023-06-18 22:35:00,12.846263109780324
2023-06-18 22:36:00,19.323358040489712
2023-06-18 22:37:00,31.90945885658489
2023-06-18 22:38:00,15.965036973614595
2023-06-18 22:39:00,12.976864380208204
2023-06-18 22:40:00,19.617887962220337
2023-06-18 22:41:00,14.256030596078858
2023-06-18 22:42:00,16.20617293082679
2023-06-18 22:43:00,12.627712243999806
2023-06-18 22:44:00,11.270547524913546
2023-06-18 22:45:00,11.129407809026981
2023-06-18 22:46:00,10.591389721032524
2023-06-18 22:47:00,10.745343456334426
2023-06-18 22:48:00,11.053040024730961
2023-06-18 22:49:00,10.415865058861044
2023-06-18 22:50:00,10.562475267579353
2023-06-18 22:51:00,12.346269757663801
2023-06-18 22:52:00,11.282605308517159
2023-06-18 22:53:00,10.860995426034545
2023-06-18 22:54:00,10.435858258698524
2023-06-18 22:55:00,9.58745183898633
2023-06-18 22:56:00,8.765871826409636
2023-06-18 22:57:00,8.816489951440019
2023-06-18 22:58:00,9.816095551692527
2023-06-18 22:59:00,10.963071725187618
2023-06-18 23:00:00,11.04768799130172
2023-06-18 23:01:00,10.973993010771007
2023-06-18 23:02:00,10.73442589784328
2023-06-18 23:03:00,11.911002431088315
2023-06-18 23:04:00,9.924496024669397
2023-06-18 23:05:00,12.478385193560907
2023-06-18 23:06:00,11.224500182502656
2023-06-18 23:07:00,10.737144311835841
2023-06-18 23:08:00,12.639665333562384
2023-06-18 23:09:00,11.387785634294758
2023-06-18 23:10:00,11.383803334059674
2023-06-18 23:11:00,10.919577453702543
2023-06-18 23:12:00,10.895410830147624
2023-06-18 23:13:00,11.01475062823387
2023-06-18 23:14:00,10.699528134516266
2023-06-18 23:15:00,12.47476264882272
2023-06-18 23:16:00,12.104632879108166
2023-06-18 23:17:00,11.525127506628056
2023-06-18 23:18:00,12.051170099704823
2023-06-18 23:19:00,11.25837989320047
2023-06-18 23:20:00,10.927714032254718
2023-06-18 23:21:00,10.8443123804622
2023-06-18 23:22:00,11.68491895944554
2023-06-18 23:23:00,11.175637539874655
2023-06-18 23:24:00,10.534539841174173
2023-06-18 23:25:00,9.382639234856999
2023-06-18 23:26:00,8.540755412044899
2023-06-18 23:27:00,8.705047580205278
2023-06-18 23:28:00,9.536662398620537
2023-06-18 23:29:00,13.379421319800885
2023-06-18 23:30:00,12.073015873015873
2023-06-18 23:31:00,11.28985029554986
2023-06-18 23:32:00,10.491833282063336
2023-06-18 23:33:00,9.130933935216323
2023-06-18 23:34:00,9.0171742148796
2023-06-18 23:35:00,15.879223000058658
2023-06-18 23:36:00,29.28963089562197
2023-06-18 23:37:00,17.075517900447096
2023-06-18 23:38:00,18.049946760352277
2023-06-18 23:39:00,11.787438868189808
2023-06-18 23:40:00,11.983233304188033
2023-06-18 23:41:00,12.523524024020528
2023-06-18 23:42:00,13.025915941321802
2023-06-18 23:43:00,11.709389923148324
2023-06-18 23:44:00,11.685701604294442
2023-06-18 23:45:00,11.631443989130586
2023-06-18 23:46:00,11.868898776243608
2023-06-18 23:47:00,11.842520479663879
2023-06-18 23:48:00,11.539939605715713
2023-06-18 23:49:00,11.786190249646463
2023-06-18 23:50:00,11.542303128351536
2023-06-18 23:51:00,11.366285256684439
2023-06-18 23:52:00,10.962246311312768
2023-06-18 23:53:00,10.98635043889438
2023-06-18 23:54:00,10.728790185011949
2023-06-18 23:55:00,9.703926919547454
2023-06-18 23:56:00,9.489876409413363
2023-06-18 23:57:00,8.52023022889489
2023-06-18 23:58:00,9.716243584804996
2023-06-18 23:59:00,10.649789115009648
2023-06-19 00:00:00,15.388780195826186
